player.name,team.name,label,pass.recipient.name,date,location.x,location.y,pass.endLocation.x,pass.endLocation.y,carry.endLocation.x,carry.endLocation.y,penalty_area_entry
O. Provstgaard,Vejle,"Vejle - Silkeborg, 1 - 3",N. Larsen,"August 25, 2024 at 2:00:00 PM GMT+2",43.0,34.0,86.0,49.0,,,True
M. Larsen,Silkeborg,"Vejle - Silkeborg, 1 - 3",I. Vekič,"August 25, 2024 at 2:00:00 PM GMT+2",82.0,85.0,88.0,51.0,,,True
H. Barry,Vejle,"Vejle - Silkeborg, 1 - 3",N. Larsen,"August 25, 2024 at 2:00:00 PM GMT+2",68.0,81.0,92.0,51.0,,,True
A. Poulsen,Silkeborg,"Vejle - Silkeborg, 1 - 3",M. Freundlich,"August 25, 2024 at 2:00:00 PM GMT+2",72.0,19.0,88.0,30.0,,,True
A. Poulsen,Silkeborg,"Vejle - Silkeborg, 1 - 3",Y. Bakiz,"August 25, 2024 at 2:00:00 PM GMT+2",81.0,0.0,85.0,29.0,,,True
T. Adamsen,Silkeborg,"Vejle - Silkeborg, 1 - 3",S. Velkov,"August 25, 2024 at 2:00:00 PM GMT+2",90.0,17.0,90.0,45.0,,,True
A. Poulsen,Silkeborg,"Vejle - Silkeborg, 1 - 3",,"August 25, 2024 at 2:00:00 PM GMT+2",90.0,0.0,95.0,30.0,,,True
Y. Bakiz,Silkeborg,"Vejle - Silkeborg, 1 - 3",D. Čolina,"August 25, 2024 at 2:00:00 PM GMT+2",100.0,0.0,100.0,39.0,,,True
A. Poulsen,Silkeborg,"Vejle - Silkeborg, 1 - 3",T. Adamsen,"August 25, 2024 at 2:00:00 PM GMT+2",93.0,18.0,86.0,54.0,,,True
T. Adamsen,Silkeborg,"Vejle - Silkeborg, 1 - 3",M. Larsen,"August 25, 2024 at 2:00:00 PM GMT+2",64.0,14.0,93.0,29.0,,,True
T. Adamsen,Silkeborg,"Vejle - Silkeborg, 1 - 3",O. Provstgaard,"August 25, 2024 at 2:00:00 PM GMT+2",76.0,39.0,88.0,65.0,,,True
O. Sonne,Silkeborg,"Vejle - Silkeborg, 1 - 3",J. Andersen,"August 25, 2024 at 2:00:00 PM GMT+2",84.0,86.0,96.0,72.0,,,True
D. Emmanouilidis,Vejle,"Vejle - Silkeborg, 1 - 3",R. Østrøm,"August 25, 2024 at 2:00:00 PM GMT+2",81.0,6.0,94.0,35.0,,,True
D. Emmanouilidis,Vejle,"Vejle - Silkeborg, 1 - 3",G. Onugkha,"August 25, 2024 at 2:00:00 PM GMT+2",76.0,0.0,92.0,25.0,,,True
G. Onugkha,Vejle,"Vejle - Silkeborg, 1 - 3",D. Čolina,"August 25, 2024 at 2:00:00 PM GMT+2",81.0,26.0,94.0,22.0,,,True
D. Emmanouilidis,Vejle,"Vejle - Silkeborg, 1 - 3",G. Onugkha,"August 25, 2024 at 2:00:00 PM GMT+2",69.0,16.0,88.0,57.0,,,True
H. Barry,Vejle,"Vejle - Silkeborg, 1 - 3",M. Brink,"August 25, 2024 at 2:00:00 PM GMT+2",68.0,6.0,95.0,32.0,,,True
G. Onugkha,Vejle,"Vejle - Silkeborg, 1 - 3",N. Larsen,"August 25, 2024 at 2:00:00 PM GMT+2",77.0,9.0,92.0,52.0,,,True
D. Čolina,Vejle,"Vejle - Silkeborg, 1 - 3",G. Onugkha,"August 25, 2024 at 2:00:00 PM GMT+2",97.0,10.0,94.0,43.0,,,True
M. Juwara,Vejle,"Vejle - Silkeborg, 1 - 3",G. Onugkha,"August 25, 2024 at 2:00:00 PM GMT+2",82.0,68.0,95.0,44.0,,,True
T. Adamsen,Silkeborg,"Vejle - Silkeborg, 1 - 3",,"August 25, 2024 at 2:00:00 PM GMT+2",73.0,38.0,,,86.0,32.0,True
H. Barry,Vejle,"Vejle - Silkeborg, 1 - 3",S. Velkov,"August 25, 2024 at 2:00:00 PM GMT+2",100.0,100.0,93.0,55.0,,,True
G. Onugkha,Vejle,"Vejle - Silkeborg, 1 - 3",,"August 25, 2024 at 2:00:00 PM GMT+2",42.0,16.0,100.0,20.0,,,True
D. Čolina,Vejle,"Vejle - Silkeborg, 1 - 3",M. Brink,"August 25, 2024 at 2:00:00 PM GMT+2",82.0,7.0,85.0,25.0,,,True
M. Elvius,Vejle,"Vejle - Silkeborg, 1 - 3",G. Onugkha,"August 25, 2024 at 2:00:00 PM GMT+2",71.0,71.0,90.0,56.0,,,True
C. Gammelgaard,Vejle,"Vejle - Silkeborg, 1 - 3",M. Juwara,"August 25, 2024 at 2:00:00 PM GMT+2",86.0,83.0,92.0,42.0,,,True
C. Gammelgaard,Vejle,"Vejle - Silkeborg, 1 - 3",A. Jacobsen,"August 25, 2024 at 2:00:00 PM GMT+2",71.0,76.0,87.0,47.0,,,True
D. Čolina,Vejle,"Vejle - Silkeborg, 1 - 3",N. Larsen,"August 25, 2024 at 2:00:00 PM GMT+2",100.0,100.0,96.0,49.0,,,True
T. Lauritsen,Vejle,"Vejle - Silkeborg, 1 - 3",S. Velkov,"August 25, 2024 at 2:00:00 PM GMT+2",75.0,54.0,89.0,44.0,,,True
H. Barry,Vejle,"Vejle - Silkeborg, 1 - 3",A. Poulsen,"August 25, 2024 at 2:00:00 PM GMT+2",79.0,52.0,93.0,71.0,,,True
T. Lauritsen,Vejle,"Vejle - Silkeborg, 1 - 3",,"August 25, 2024 at 2:00:00 PM GMT+2",81.0,75.0,,,89.0,81.0,True
D. Čolina,Vejle,"Vejle - Silkeborg, 1 - 3",S. Velkov,"August 25, 2024 at 2:00:00 PM GMT+2",100.0,100.0,90.0,48.0,,,True
H. Barry,Vejle,"Vejle - Silkeborg, 1 - 3",A. Poulsen,"August 25, 2024 at 2:00:00 PM GMT+2",70.0,40.0,97.0,69.0,,,True
H. Barry,Vejle,"Vejle - Silkeborg, 1 - 3",N. Larsen,"August 25, 2024 at 2:00:00 PM GMT+2",96.0,85.0,95.0,48.0,,,True
K. Kirkegaard,Vejle,"Vejle - Silkeborg, 1 - 3",T. Lauritsen,"August 25, 2024 at 2:00:00 PM GMT+2",92.0,86.0,87.0,72.0,,,True
M. Elvius,Vejle,"Vejle - Silkeborg, 1 - 3",N. Larsen,"August 25, 2024 at 2:00:00 PM GMT+2",80.0,87.0,93.0,54.0,,,True
H. Barry,Vejle,"Vejle - Silkeborg, 1 - 3",,"August 25, 2024 at 2:00:00 PM GMT+2",66.0,59.0,87.0,33.0,,,True
C. Gammelgaard,Vejle,"Vejle - Silkeborg, 1 - 3",N. Larsen,"August 25, 2024 at 2:00:00 PM GMT+2",87.0,84.0,84.0,48.0,,,True
T. Adamsen,Silkeborg,"Vejle - Silkeborg, 1 - 3",,"August 25, 2024 at 2:00:00 PM GMT+2",79.0,75.0,,,90.0,66.0,True
H. Barry,Vejle,"Vejle - Silkeborg, 1 - 3",,"August 25, 2024 at 2:00:00 PM GMT+2",65.0,41.0,100.0,27.0,,,True
T. Lauritsen,Vejle,"Vejle - Silkeborg, 1 - 3",C. Gammelgaard,"August 25, 2024 at 2:00:00 PM GMT+2",82.0,100.0,93.0,81.0,,,True
C. Gammelgaard,Vejle,"Vejle - Silkeborg, 1 - 3",D. Čolina,"August 25, 2024 at 2:00:00 PM GMT+2",81.0,85.0,88.0,59.0,,,True
T. Storm,Lyngby,"Viborg - Lyngby, 1 - 0",M. Abubakari,"August 26, 2024 at 7:00:00 PM GMT+2",91.0,86.0,96.0,50.0,,,True
P. Gregor,Lyngby,"Viborg - Lyngby, 1 - 0",M. Abubakari,"August 26, 2024 at 7:00:00 PM GMT+2",82.0,0.0,97.0,38.0,,,True
B. Hamalainen,Lyngby,"Viborg - Lyngby, 1 - 0",P. Gregor,"August 26, 2024 at 7:00:00 PM GMT+2",79.0,28.0,91.0,19.0,,,True
P. Gregor,Lyngby,"Viborg - Lyngby, 1 - 0",A. Ementa,"August 26, 2024 at 7:00:00 PM GMT+2",87.0,0.0,96.0,46.0,,,True
C. Winther,Lyngby,"Viborg - Lyngby, 1 - 0",D. Anyembe,"August 26, 2024 at 7:00:00 PM GMT+2",79.0,64.0,87.0,33.0,,,True
W. Kumado,Lyngby,"Viborg - Lyngby, 1 - 0",M. Abubakari,"August 26, 2024 at 7:00:00 PM GMT+2",83.0,4.0,85.0,35.0,,,True
J. Amon,Lyngby,"Viborg - Lyngby, 1 - 0",L. Sandgrav,"August 26, 2024 at 7:00:00 PM GMT+2",89.0,13.0,90.0,32.0,,,True
M. Westergaard,Viborg,"Viborg - Lyngby, 1 - 0",B. Rolland,"August 26, 2024 at 7:00:00 PM GMT+2",91.0,85.0,98.0,68.0,,,True
D. Anyembe,Viborg,"Viborg - Lyngby, 1 - 0",J. Grønning,"August 26, 2024 at 7:00:00 PM GMT+2",67.0,83.0,92.0,32.0,,,True
Serginho,Viborg,"Viborg - Lyngby, 1 - 0",,"August 26, 2024 at 7:00:00 PM GMT+2",48.0,83.0,,,87.0,67.0,True
M. Abubakari,Lyngby,"Viborg - Lyngby, 1 - 0",,"August 26, 2024 at 7:00:00 PM GMT+2",79.0,71.0,,,89.0,70.0,True
D. Anyembe,Viborg,"Viborg - Lyngby, 1 - 0",,"August 26, 2024 at 7:00:00 PM GMT+2",74.0,35.0,100.0,58.0,,,True
A. Ementa,Viborg,"Viborg - Lyngby, 1 - 0",M. Westergaard,"August 26, 2024 at 7:00:00 PM GMT+2",82.0,64.0,86.0,56.0,,,True
Serginho,Viborg,"Viborg - Lyngby, 1 - 0",M. Abubakari,"August 26, 2024 at 7:00:00 PM GMT+2",100.0,0.0,99.0,50.0,,,True
Serginho,Viborg,"Viborg - Lyngby, 1 - 0",,"August 26, 2024 at 7:00:00 PM GMT+2",91.0,6.0,,,98.0,29.0,True
J. Mbom,Viborg,"Viborg - Lyngby, 1 - 0",J. Vester,"August 26, 2024 at 7:00:00 PM GMT+2",90.0,16.0,90.0,19.0,,,True
N. Bürgy,Viborg,"Viborg - Lyngby, 1 - 0",A. Ementa,"August 26, 2024 at 7:00:00 PM GMT+2",89.0,0.0,99.0,37.0,,,True
N. Bürgy,Viborg,"Viborg - Lyngby, 1 - 0",A. Ementa,"August 26, 2024 at 7:00:00 PM GMT+2",91.0,0.0,98.0,36.0,,,True
B. Hamalainen,Lyngby,"Viborg - Lyngby, 1 - 0",P. Gregor,"August 26, 2024 at 7:00:00 PM GMT+2",100.0,0.0,87.0,56.0,,,True
J. Amon,Lyngby,"Viborg - Lyngby, 1 - 0",J. Mbom,"August 26, 2024 at 7:00:00 PM GMT+2",86.0,16.0,90.0,19.0,,,True
T. Storm,Lyngby,"Viborg - Lyngby, 1 - 0",S. Magnússon,"August 26, 2024 at 7:00:00 PM GMT+2",56.0,94.0,96.0,81.0,,,True
Serginho,Viborg,"Viborg - Lyngby, 1 - 0",M. Westergaard,"August 26, 2024 at 7:00:00 PM GMT+2",68.0,89.0,99.0,71.0,,,True
D. Anyembe,Viborg,"Viborg - Lyngby, 1 - 0",A. Ementa,"August 26, 2024 at 7:00:00 PM GMT+2",66.0,93.0,89.0,77.0,,,True
T. Storm,Lyngby,"Viborg - Lyngby, 1 - 0",N. Bürgy,"August 26, 2024 at 7:00:00 PM GMT+2",58.0,92.0,89.0,74.0,,,True
W. Kumado,Lyngby,"Viborg - Lyngby, 1 - 0",J. Amon,"August 26, 2024 at 7:00:00 PM GMT+2",66.0,11.0,88.0,21.0,,,True
C. Winther,Lyngby,"Viborg - Lyngby, 1 - 0",P. Gregor,"August 26, 2024 at 7:00:00 PM GMT+2",100.0,0.0,91.0,53.0,,,True
W. Kumado,Lyngby,"Viborg - Lyngby, 1 - 0",T. Storm,"August 26, 2024 at 7:00:00 PM GMT+2",63.0,13.0,93.0,60.0,,,True
S. Magnússon,Lyngby,"Viborg - Lyngby, 1 - 0",M. Westergaard,"August 26, 2024 at 7:00:00 PM GMT+2",78.0,62.0,90.0,43.0,,,True
A. Ementa,Viborg,"Viborg - Lyngby, 1 - 0",,"August 26, 2024 at 7:00:00 PM GMT+2",91.0,18.0,,,99.0,34.0,True
Serginho,Viborg,"Viborg - Lyngby, 1 - 0",J. Vester,"August 26, 2024 at 7:00:00 PM GMT+2",100.0,0.0,93.0,71.0,,,True
Serginho,Viborg,"Viborg - Lyngby, 1 - 0",A. Ementa,"August 26, 2024 at 7:00:00 PM GMT+2",100.0,100.0,94.0,43.0,,,True
Serginho,Viborg,"Viborg - Lyngby, 1 - 0",J. Krumrey,"August 26, 2024 at 7:00:00 PM GMT+2",80.0,27.0,91.0,53.0,,,True
B. Rolland,Lyngby,"Viborg - Lyngby, 1 - 0",,"August 26, 2024 at 7:00:00 PM GMT+2",24.0,92.0,100.0,70.0,,,True
T. Storm,Lyngby,"Viborg - Lyngby, 1 - 0",O. Hedvall,"August 26, 2024 at 7:00:00 PM GMT+2",85.0,82.0,95.0,48.0,,,True
J. Amon,Lyngby,"Viborg - Lyngby, 1 - 0",M. Abubakari,"August 26, 2024 at 7:00:00 PM GMT+2",71.0,18.0,87.0,28.0,,,True
L. Sandgrav,Lyngby,"Viborg - Lyngby, 1 - 0",T. Storm,"August 26, 2024 at 7:00:00 PM GMT+2",76.0,27.0,87.0,68.0,,,True
B. Rolland,Lyngby,"Viborg - Lyngby, 1 - 0",S. Magnússon,"August 26, 2024 at 7:00:00 PM GMT+2",82.0,90.0,90.0,54.0,,,True
Serginho,Viborg,"Viborg - Lyngby, 1 - 0",,"August 26, 2024 at 7:00:00 PM GMT+2",48.0,75.0,,,90.0,66.0,True
T. Storm,Lyngby,"Viborg - Lyngby, 1 - 0",N. Bürgy,"August 26, 2024 at 7:00:00 PM GMT+2",67.0,95.0,86.0,76.0,,,True
S. Magnússon,Lyngby,"Viborg - Lyngby, 1 - 0",O. Hedvall,"August 26, 2024 at 7:00:00 PM GMT+2",96.0,91.0,97.0,47.0,,,True
S. Magnússon,Lyngby,"Viborg - Lyngby, 1 - 0",N. Bürgy,"August 26, 2024 at 7:00:00 PM GMT+2",72.0,86.0,87.0,81.0,,,True
P. Gregor,Lyngby,"Viborg - Lyngby, 1 - 0",M. Abubakari,"August 26, 2024 at 7:00:00 PM GMT+2",84.0,100.0,98.0,75.0,,,True
P. Gregor,Lyngby,"Viborg - Lyngby, 1 - 0",M. Abubakari,"August 26, 2024 at 7:00:00 PM GMT+2",93.0,100.0,98.0,57.0,,,True
J. Mbom,Viborg,"Viborg - Lyngby, 1 - 0",W. Kumado,"August 26, 2024 at 7:00:00 PM GMT+2",56.0,35.0,88.0,73.0,,,True
Serginho,Viborg,"Viborg - Lyngby, 1 - 0",M. Westergaard,"August 26, 2024 at 7:00:00 PM GMT+2",100.0,100.0,94.0,40.0,,,True
D. Anyembe,Viborg,"Viborg - Lyngby, 1 - 0",B. Rolland,"August 26, 2024 at 7:00:00 PM GMT+2",96.0,92.0,95.0,49.0,,,True
S. Kuzmić,Viborg,"Viborg - Lyngby, 1 - 0",I. Jensen,"August 26, 2024 at 7:00:00 PM GMT+2",76.0,25.0,90.0,23.0,,,True
S. Radić,Viborg,"Viborg - Lyngby, 1 - 0",S. Kuzmić,"August 26, 2024 at 7:00:00 PM GMT+2",66.0,29.0,87.0,31.0,,,True
N. Bürgy,Viborg,"Viborg - Lyngby, 1 - 0",S. Kuzmić,"August 26, 2024 at 7:00:00 PM GMT+2",93.0,86.0,97.0,48.0,,,True
M. Abubakari,Lyngby,"Viborg - Lyngby, 1 - 0",T. Storm,"August 26, 2024 at 7:00:00 PM GMT+2",68.0,51.0,90.0,77.0,,,True
B. Hamalainen,Lyngby,"Viborg - Lyngby, 1 - 0",O. Hedvall,"August 26, 2024 at 7:00:00 PM GMT+2",100.0,100.0,100.0,49.0,,,True
B. Hamalainen,Lyngby,"Viborg - Lyngby, 1 - 0",P. Gregor,"August 26, 2024 at 7:00:00 PM GMT+2",100.0,100.0,97.0,53.0,,,True
C. Winther,Lyngby,"Viborg - Lyngby, 1 - 0",,"August 26, 2024 at 7:00:00 PM GMT+2",78.0,30.0,100.0,63.0,,,True
S. Radić,Viborg,"Viborg - Lyngby, 1 - 0",M. Westergaard,"August 26, 2024 at 7:00:00 PM GMT+2",60.0,71.0,89.0,48.0,,,True
Serginho,Viborg,"Viborg - Lyngby, 1 - 0",N. Bürgy,"August 26, 2024 at 7:00:00 PM GMT+2",100.0,100.0,95.0,58.0,,,True
A. Ementa,Viborg,"Viborg - Lyngby, 1 - 0",I. Jensen,"August 26, 2024 at 7:00:00 PM GMT+2",77.0,54.0,92.0,53.0,,,True
N. Bürgy,Viborg,"Viborg - Lyngby, 1 - 0",T. Storm,"August 26, 2024 at 7:00:00 PM GMT+2",75.0,0.0,94.0,31.0,,,True
D. Anyembe,Viborg,"Viborg - Lyngby, 1 - 0",I. Jensen,"August 26, 2024 at 7:00:00 PM GMT+2",87.0,86.0,94.0,39.0,,,True
Serginho,Viborg,"Viborg - Lyngby, 1 - 0",A. Ementa,"August 26, 2024 at 7:00:00 PM GMT+2",87.0,87.0,92.0,49.0,,,True
B. Hamalainen,Lyngby,"Viborg - Lyngby, 1 - 0",O. Hedvall,"August 26, 2024 at 7:00:00 PM GMT+2",20.0,12.0,87.0,40.0,,,True
W. Kumado,Lyngby,"Viborg - Lyngby, 1 - 0",S. Radić,"August 26, 2024 at 7:00:00 PM GMT+2",85.0,15.0,93.0,46.0,75.0,13.0,True
W. Kumado,Lyngby,"Viborg - Lyngby, 1 - 0",J. Amon,"August 26, 2024 at 7:00:00 PM GMT+2",75.0,13.0,88.0,26.0,,,True
T. Storm,Lyngby,"Viborg - Lyngby, 1 - 0",M. Warming,"August 26, 2024 at 7:00:00 PM GMT+2",76.0,88.0,93.0,56.0,,,True
N. Bürgy,Viborg,"Viborg - Lyngby, 1 - 0",A. Ementa,"August 26, 2024 at 7:00:00 PM GMT+2",68.0,0.0,89.0,35.0,,,True
J. Amon,Lyngby,"Viborg - Lyngby, 1 - 0",M. Opoku,"August 26, 2024 at 7:00:00 PM GMT+2",78.0,49.0,93.0,67.0,,,True
J. Amon,Lyngby,"Viborg - Lyngby, 1 - 0",L. Sandgrav,"August 26, 2024 at 7:00:00 PM GMT+2",72.0,15.0,97.0,32.0,,,True
C. Winther,Lyngby,"Viborg - Lyngby, 1 - 0",S. Radić,"August 26, 2024 at 7:00:00 PM GMT+2",100.0,0.0,92.0,46.0,,,True
S. Magnússon,Lyngby,"Viborg - Lyngby, 1 - 0",O. Hedvall,"August 26, 2024 at 7:00:00 PM GMT+2",95.0,88.0,95.0,52.0,,,True
J. Amon,Lyngby,"Viborg - Lyngby, 1 - 0",M. Warming,"August 26, 2024 at 7:00:00 PM GMT+2",77.0,13.0,94.0,26.0,,,True
W. Kumado,Lyngby,"Viborg - Lyngby, 1 - 0",M. Warming,"August 26, 2024 at 7:00:00 PM GMT+2",60.0,5.0,92.0,28.0,,,True
T. Jørgensen,Viborg,"Viborg - Lyngby, 1 - 0",I. Jensen,"August 26, 2024 at 7:00:00 PM GMT+2",80.0,17.0,98.0,26.0,,,True
N. Bürgy,Viborg,"Viborg - Lyngby, 1 - 0",A. Ementa,"August 26, 2024 at 7:00:00 PM GMT+2",80.0,0.0,95.0,47.0,,,True
W. Kumado,Lyngby,"Viborg - Lyngby, 1 - 0",J. Amon,"August 26, 2024 at 7:00:00 PM GMT+2",65.0,25.0,91.0,21.0,,,True
J. Amon,Lyngby,"Viborg - Lyngby, 1 - 0",S. Magnússon,"August 26, 2024 at 7:00:00 PM GMT+2",73.0,47.0,96.0,78.0,,,True
W. Kumado,Lyngby,"Viborg - Lyngby, 1 - 0",S. Magnússon,"August 26, 2024 at 7:00:00 PM GMT+2",80.0,16.0,95.0,77.0,,,True
C. Nouck,Viborg,"Viborg - Lyngby, 1 - 0",T. Storm,"August 26, 2024 at 7:00:00 PM GMT+2",80.0,84.0,92.0,30.0,,,True
T. Jørgensen,Viborg,"Viborg - Lyngby, 1 - 0",S. Kuzmić,"August 26, 2024 at 7:00:00 PM GMT+2",81.0,30.0,93.0,25.0,,,True
M. Rømer,Lyngby,"Viborg - Lyngby, 1 - 0",O. Hedvall,"August 26, 2024 at 7:00:00 PM GMT+2",45.0,83.0,87.0,73.0,,,True
M. Westergaard,Viborg,"Viborg - Lyngby, 1 - 0",,"August 26, 2024 at 7:00:00 PM GMT+2",76.0,83.0,100.0,76.0,,,True
S. Magnússon,Lyngby,"Viborg - Lyngby, 1 - 0",D. Anyembe,"August 26, 2024 at 7:00:00 PM GMT+2",81.0,94.0,88.0,33.0,,,True
B. Hamalainen,Lyngby,"Viborg - Lyngby, 1 - 0",M. Warming,"August 26, 2024 at 7:00:00 PM GMT+2",79.0,33.0,92.0,64.0,,,True
W. Kumado,Lyngby,"Viborg - Lyngby, 1 - 0",M. Opoku,"August 26, 2024 at 7:00:00 PM GMT+2",79.0,26.0,92.0,50.0,,,True
B. Hamalainen,Lyngby,"Viborg - Lyngby, 1 - 0",D. Anyembe,"August 26, 2024 at 7:00:00 PM GMT+2",100.0,100.0,97.0,55.0,,,True
B. Hamalainen,Lyngby,"Viborg - Lyngby, 1 - 0",S. Radić,"August 26, 2024 at 7:00:00 PM GMT+2",83.0,94.0,92.0,51.0,,,True
S. Magnússon,Lyngby,"Viborg - Lyngby, 1 - 0",M. Westergaard,"August 26, 2024 at 7:00:00 PM GMT+2",80.0,89.0,85.0,25.0,,,True
K. Diks,København,"København - Brøndby, 3 - 1",J. Rasmussen,"September 1, 2024 at 2:00:00 PM GMT+2",41.0,90.0,89.0,61.0,,,True
M. Mattsson,København,"København - Brøndby, 3 - 1",Gabriel Pereira,"September 1, 2024 at 2:00:00 PM GMT+2",71.0,75.0,96.0,46.0,,,True
N. Nartey,Brøndby,"København - Brøndby, 3 - 1",M. López,"September 1, 2024 at 2:00:00 PM GMT+2",78.0,21.0,92.0,60.0,,,True
S. Klaiber,Brøndby,"København - Brøndby, 3 - 1",N. Trott,"September 1, 2024 at 2:00:00 PM GMT+2",38.0,70.0,88.0,58.0,,,True
Y. Suzuki,Brøndby,"København - Brøndby, 3 - 1",S. Sebulonsen,"September 1, 2024 at 2:00:00 PM GMT+2",82.0,80.0,84.0,61.0,,,True
M. López,København,"København - Brøndby, 3 - 1",M. Mattsson,"September 1, 2024 at 2:00:00 PM GMT+2",72.0,24.0,85.0,20.0,,,True
G. Gocholeishvili,København,"København - Brøndby, 3 - 1",,"September 1, 2024 at 2:00:00 PM GMT+2",74.0,83.0,,,89.0,78.0,True
S. Klaiber,Brøndby,"København - Brøndby, 3 - 1",,"September 1, 2024 at 2:00:00 PM GMT+2",36.0,71.0,100.0,78.0,,,True
S. Sebulonsen,Brøndby,"København - Brøndby, 3 - 1",,"September 1, 2024 at 2:00:00 PM GMT+2",87.0,82.0,,,93.0,74.0,True
V. Claesson,København,"København - Brøndby, 3 - 1",,"September 1, 2024 at 2:00:00 PM GMT+2",88.0,88.0,100.0,19.0,,,True
C. Bischoff,Brøndby,"København - Brøndby, 3 - 1",N. Nartey,"September 1, 2024 at 2:00:00 PM GMT+2",76.0,6.0,93.0,22.0,,,True
S. Sebulonsen,Brøndby,"København - Brøndby, 3 - 1",G. Gocholeishvili,"September 1, 2024 at 2:00:00 PM GMT+2",84.0,87.0,86.0,34.0,,,True
N. Nartey,Brøndby,"København - Brøndby, 3 - 1",Y. Suzuki,"September 1, 2024 at 2:00:00 PM GMT+2",77.0,38.0,87.0,53.0,,,True
S. Sebulonsen,Brøndby,"København - Brøndby, 3 - 1",G. Gocholeishvili,"September 1, 2024 at 2:00:00 PM GMT+2",82.0,90.0,89.0,44.0,,,True
S. Sebulonsen,Brøndby,"København - Brøndby, 3 - 1",L. Lerager,"September 1, 2024 at 2:00:00 PM GMT+2",86.0,86.0,85.0,63.0,,,True
M. Kvistgaarden,Brøndby,"København - Brøndby, 3 - 1",,"September 1, 2024 at 2:00:00 PM GMT+2",75.0,24.0,,,89.0,25.0,True
S. Sebulonsen,Brøndby,"København - Brøndby, 3 - 1",L. Lerager,"September 1, 2024 at 2:00:00 PM GMT+2",87.0,94.0,90.0,53.0,,,True
N. Nartey,Brøndby,"København - Brøndby, 3 - 1",,"September 1, 2024 at 2:00:00 PM GMT+2",81.0,37.0,,,87.0,34.0,True
J. Rasmussen,Brøndby,"København - Brøndby, 3 - 1",K. Diks,"September 1, 2024 at 2:00:00 PM GMT+2",72.0,20.0,88.0,40.0,,,True
S. Sebulonsen,Brøndby,"København - Brøndby, 3 - 1",Gabriel Pereira,"September 1, 2024 at 2:00:00 PM GMT+2",86.0,93.0,91.0,56.0,,,True
Y. Suzuki,Brøndby,"København - Brøndby, 3 - 1",J. Rasmussen,"September 1, 2024 at 2:00:00 PM GMT+2",100.0,100.0,88.0,46.0,,,True
Y. Suzuki,Brøndby,"København - Brøndby, 3 - 1",E. Achouri,"September 1, 2024 at 2:00:00 PM GMT+2",100.0,100.0,89.0,63.0,,,True
Y. Suzuki,Brøndby,"København - Brøndby, 3 - 1",F. Alves,"September 1, 2024 at 2:00:00 PM GMT+2",76.0,89.0,94.0,27.0,,,True
Y. Suzuki,Brøndby,"København - Brøndby, 3 - 1",V. Claesson,"September 1, 2024 at 2:00:00 PM GMT+2",100.0,0.0,96.0,39.0,,,True
S. Sebulonsen,Brøndby,"København - Brøndby, 3 - 1",,"September 1, 2024 at 2:00:00 PM GMT+2",85.0,100.0,90.0,59.0,,,True
S. Sebulonsen,Brøndby,"København - Brøndby, 3 - 1",M. Elyounoussi,"September 1, 2024 at 2:00:00 PM GMT+2",87.0,84.0,88.0,48.0,,,True
D. Wass,Brøndby,"København - Brøndby, 3 - 1",M. Garananga,"September 1, 2024 at 2:00:00 PM GMT+2",70.0,76.0,90.0,42.0,,,True
N. Nartey,Brøndby,"København - Brøndby, 3 - 1",Y. Suzuki,"September 1, 2024 at 2:00:00 PM GMT+2",71.0,56.0,90.0,62.0,,,True
Y. Suzuki,Brøndby,"København - Brøndby, 3 - 1",M. Kvistgaarden,"September 1, 2024 at 2:00:00 PM GMT+2",84.0,92.0,94.0,47.0,,,True
D. Wass,Brøndby,"København - Brøndby, 3 - 1",N. Vallys,"September 1, 2024 at 2:00:00 PM GMT+2",74.0,35.0,85.0,28.0,,,True
S. Sebulonsen,Brøndby,"København - Brøndby, 3 - 1",V. Froholdt,"September 1, 2024 at 2:00:00 PM GMT+2",79.0,67.0,90.0,75.0,,,True
D. Wass,Brøndby,"København - Brøndby, 3 - 1",N. Vallys,"September 1, 2024 at 2:00:00 PM GMT+2",60.0,67.0,92.0,40.0,,,True
Y. Suzuki,Brøndby,"København - Brøndby, 3 - 1",J. Rasmussen,"September 1, 2024 at 2:00:00 PM GMT+2",100.0,0.0,97.0,48.0,,,True
C. Bischoff,Brøndby,"København - Brøndby, 3 - 1",,"September 1, 2024 at 2:00:00 PM GMT+2",72.0,3.0,100.0,62.0,,,True
J. Rasmussen,Brøndby,"København - Brøndby, 3 - 1",C. Bischoff,"September 1, 2024 at 2:00:00 PM GMT+2",60.0,31.0,95.0,29.0,,,True
C. Bischoff,Brøndby,"København - Brøndby, 3 - 1",,"September 1, 2024 at 2:00:00 PM GMT+2",89.0,14.0,,,94.0,31.0,True
Y. Suzuki,Brøndby,"København - Brøndby, 3 - 1",K. Diks,"September 1, 2024 at 2:00:00 PM GMT+2",70.0,89.0,89.0,73.0,,,True
E. Achouri,København,"København - Brøndby, 3 - 1",,"September 1, 2024 at 2:00:00 PM GMT+2",58.0,64.0,,,95.0,73.0,True
S. Klaiber,Brøndby,"København - Brøndby, 3 - 1",M. Kvistgaarden,"September 1, 2024 at 2:00:00 PM GMT+2",69.0,80.0,90.0,62.0,,,True
D. Wass,Brøndby,"København - Brøndby, 3 - 1",Gabriel Pereira,"September 1, 2024 at 2:00:00 PM GMT+2",69.0,77.0,93.0,54.0,,,True
