player.name,team.name,label,date,location.x,location.y,pass.endLocation.x,pass.endLocation.y,carry.endLocation.x,carry.endLocation.y,penalty_area_entry
B. Kold,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",64.0,66.0,,,87.0,67.0,True
P. Mang,Esbjerg U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",79.0,36.0,90.0,54.0,,,True
B. Kold,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",81.0,70.0,,,92.0,75.0,True
B. Kold,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",78.0,73.0,88.0,62.0,,,True
M. Søndergaard,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",79.0,41.0,90.0,25.0,,,True
N. Nartey,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",79.0,70.0,94.0,75.0,,,True
C. Nørgaard,Esbjerg U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",70.0,33.0,90.0,23.0,,,True
P. Mang,Esbjerg U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",80.0,60.0,86.0,72.0,,,True
L. Høgsberg,Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0","October 28, 2023 at 1:00:00 PM GMT+2",67.0,96.0,86.0,68.0,,,True
L. Høgsberg,Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0","October 28, 2023 at 1:00:00 PM GMT+2",57.0,98.0,89.0,81.0,,,True
A. Stoch Rydell,Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0","October 28, 2023 at 1:00:00 PM GMT+2",82.0,36.0,,,89.0,41.0,True
A. Stoch Rydell,Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0","October 28, 2023 at 1:00:00 PM GMT+2",81.0,18.0,88.0,32.0,,,True
A. Stoch Rydell,Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0","October 28, 2023 at 1:00:00 PM GMT+2",74.0,29.0,,,95.0,37.0,True
M. Heyde,Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0","October 28, 2023 at 1:00:00 PM GMT+2",63.0,8.0,98.0,19.0,,,True
L. Høgsberg,Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0","October 28, 2023 at 1:00:00 PM GMT+2",83.0,83.0,,,97.0,76.0,True
L. Høgsberg,Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0","October 28, 2023 at 1:00:00 PM GMT+2",95.0,85.0,95.0,28.0,,,True
E. Otoo,Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0","October 28, 2023 at 1:00:00 PM GMT+2",71.0,74.0,90.0,68.0,,,True
M. Heyde,Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0","October 28, 2023 at 1:00:00 PM GMT+2",74.0,67.0,95.0,69.0,,,True
A. Stoch Rydell,Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0","October 28, 2023 at 1:00:00 PM GMT+2",78.0,21.0,,,97.0,29.0,True
T. Olesen,SønderjyskE U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0","October 28, 2023 at 1:00:00 PM GMT+2",92.0,88.0,,,97.0,75.0,True
S. Egeli,Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0","October 28, 2023 at 1:00:00 PM GMT+2",72.0,67.0,,,85.0,58.0,True
T. Olesen,SønderjyskE U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0","October 28, 2023 at 1:00:00 PM GMT+2",98.0,85.0,,,98.0,72.0,True
V. Berthelsen,Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0","October 28, 2023 at 1:00:00 PM GMT+2",63.0,37.0,93.0,73.0,,,True
M. Opoku,Lyngby U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",95.0,7.0,,,97.0,25.0,True
J. Otoa,Lyngby U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",76.0,17.0,87.0,20.0,,,True
M. Dosso,Lyngby U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",80.0,58.0,93.0,66.0,,,True
J. Kirkel,Horsens U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",93.0,92.0,90.0,65.0,,,True
M. Kaarsbo,Lyngby U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",78.0,28.0,92.0,66.0,,,True
L. Sandgrav,Lyngby U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",80.0,65.0,86.0,77.0,,,True
E. Rosenberg,Horsens U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",73.0,71.0,93.0,69.0,,,True
A. Nehme,Horsens U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",77.0,59.0,91.0,65.0,,,True
K. Tran,Lyngby U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",81.0,67.0,87.0,59.0,,,True
A. Al-Hardan,Lyngby U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",91.0,12.0,94.0,50.0,,,True
M. Opoku,Lyngby U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",76.0,37.0,,,88.0,35.0,True
L. Sandgrav,Lyngby U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",85.0,91.0,93.0,48.0,,,True
W. Steindorsson,Lyngby U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",88.0,92.0,94.0,54.0,,,True
L. Sandgrav,Lyngby U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",72.0,89.0,91.0,51.0,,,True
K. Tran,Lyngby U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",85.0,96.0,88.0,73.0,,,True
K. Tran,Lyngby U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",78.0,83.0,88.0,50.0,,,True
E. Chambo,Lyngby U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",81.0,74.0,91.0,63.0,,,True
O. Bjørnskov,Horsens U19,"Lyngby U19 - Horsens U19, 3 - 1","October 28, 2023 at 1:00:00 PM GMT+2",82.0,71.0,,,93.0,73.0,True
M. Ubandoma,Randers U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",79.0,21.0,,,88.0,22.0,True
T. Birch,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",56.0,65.0,85.0,29.0,,,True
O. Tchicamboud,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",82.0,24.0,,,88.0,27.0,True
W. Køhler Simonsen,Randers U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",83.0,91.0,84.0,73.0,,,True
W. Køhler Simonsen,Randers U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",69.0,83.0,,,84.0,81.0,True
W. Køhler Simonsen,Randers U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",96.0,90.0,92.0,42.0,,,True
E. Amundsen-Day,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",45.0,56.0,88.0,75.0,,,True
C. Olsson,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",60.0,89.0,86.0,54.0,,,True
O. Tchicamboud,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",83.0,33.0,84.0,51.0,,,True
A. Høyer,Randers U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",94.0,8.0,86.0,61.0,,,True
V. Froholdt,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",75.0,30.0,91.0,49.0,,,True
M. Ubandoma,Randers U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",75.0,19.0,90.0,36.0,,,True
N. Jönsson,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",83.0,83.0,,,96.0,69.0,True
V. Froholdt,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",87.0,11.0,91.0,26.0,,,True
O. Tchicamboud,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",81.0,12.0,87.0,25.0,,,True
N. Jönsson,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",76.0,73.0,91.0,47.0,,,True
N. Blicher,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",79.0,24.0,87.0,19.0,,,True
C. Olsson,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",75.0,65.0,92.0,74.0,,,True
T. Jørgensen,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",77.0,70.0,86.0,24.0,,,True
O. Højer,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",79.0,76.0,94.0,48.0,,,True
C. Olsson,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",78.0,76.0,92.0,36.0,,,True
V. Froholdt,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",43.0,7.0,,,92.0,31.0,True
N. Jönsson,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",84.0,82.0,,,98.0,69.0,True
T. Jørgensen,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",82.0,66.0,92.0,73.0,,,True
O. Højer,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",72.0,51.0,89.0,39.0,,,True
H. Bidstrup,København U19,"Randers U19 - København U19, 2 - 1","October 28, 2023 at 1:00:00 PM GMT+2",72.0,71.0,93.0,41.0,,,True
L. Flø Borregaard,Vejle U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",96.0,84.0,,,94.0,71.0,True
F. Flaskager,Vejle U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",79.0,87.0,,,90.0,64.0,True
F. Flaskager,Vejle U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",80.0,75.0,,,97.0,73.0,True
F. Flaskager,Vejle U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",74.0,53.0,,,87.0,40.0,True
J. Nielsen,Silkeborg U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",69.0,20.0,89.0,44.0,,,True
M. Rosengreen,Silkeborg U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",93.0,12.0,,,97.0,29.0,True
M. Wallin,Silkeborg U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",73.0,21.0,86.0,59.0,,,True
T. Lykkebak,Vejle U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",84.0,14.0,,,90.0,32.0,True
M. Bøttker,Silkeborg U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",68.0,40.0,89.0,80.0,,,True
B. Appiah,Vejle U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",56.0,34.0,,,87.0,33.0,True
M. Udengaard,Vejle U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",89.0,11.0,,,84.0,20.0,True
M. Wallin,Silkeborg U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",71.0,34.0,93.0,29.0,,,True
F. Flaskager,Vejle U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",79.0,30.0,,,88.0,33.0,True
G. Smith Balle,Silkeborg U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",78.0,64.0,,,87.0,63.0,True
S. Biller Mikkelsen,Silkeborg U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",68.0,32.0,93.0,32.0,,,True
S. Birch Andersen,Silkeborg U19,"Vejle U19 - Silkeborg U19, 0 - 3","October 28, 2023 at 12:30:00 PM GMT+2",78.0,91.0,92.0,72.0,,,True
T. Jørgensen,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",78.0,36.0,86.0,64.0,,,True
C. Bischoff,Brøndby U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",67.0,2.0,,,86.0,32.0,True
O. Tchicamboud,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",78.0,8.0,,,92.0,34.0,True
T. Jørgensen,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",81.0,29.0,,,94.0,23.0,True
B. Kvist,Brøndby U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",79.0,56.0,,,86.0,56.0,True
N. Blicher,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",96.0,15.0,,,98.0,28.0,True
T. Jørgensen,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",79.0,34.0,93.0,33.0,,,True
O. Tchicamboud,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",69.0,17.0,,,86.0,26.0,True
B. Kvist,Brøndby U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",82.0,64.0,,,88.0,62.0,True
O. Tchicamboud,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",92.0,18.0,,,93.0,29.0,True
T. Jørgensen,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",73.0,35.0,,,84.0,30.0,True
L. Larsen,Brøndby U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",80.0,23.0,,,92.0,21.0,True
N. Nartey,Brøndby U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",81.0,53.0,92.0,72.0,,,True
H. Bidstrup,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",72.0,88.0,88.0,79.0,,,True
C. Bischoff,Brøndby U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",85.0,17.0,,,93.0,24.0,True
N. Nartey,Brøndby U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",79.0,29.0,95.0,32.0,,,True
B. Kvist,Brøndby U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",77.0,84.0,93.0,36.0,,,True
B. Kvist,Brøndby U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",76.0,78.0,,,87.0,78.0,True
V. Froholdt,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",79.0,74.0,95.0,72.0,,,True
C. Bischoff,Brøndby U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",83.0,34.0,,,87.0,39.0,True
V. Froholdt,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",68.0,25.0,,,87.0,30.0,True
A. Gudmundsson,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",72.0,9.0,,,86.0,21.0,True
A. Gudmundsson,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",63.0,7.0,,,98.0,21.0,True
A. Gudmundsson,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",62.0,14.0,,,96.0,30.0,True
A. Gudmundsson,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",74.0,11.0,,,84.0,23.0,True
V. Froholdt,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",81.0,34.0,90.0,35.0,,,True
A. Chiakha,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",81.0,49.0,86.0,52.0,,,True
A. Gudmundsson,København U19,"København U19 - Brøndby U19, 2 - 0","November 3, 2023 at 1:00:00 PM GMT+1",70.0,8.0,,,85.0,32.0,True
B. Damsgaard,AaB U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",95.0,17.0,97.0,79.0,,,True
S. Stahlfest,AaB U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",70.0,72.0,97.0,76.0,,,True
M. Jallow,Horsens U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",81.0,20.0,,,90.0,28.0,True
E. Rosenberg,Horsens U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",79.0,18.0,,,89.0,26.0,True
E. Rosenberg,Horsens U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",80.0,3.0,89.0,51.0,,,True
M. Bomholt,AaB U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",78.0,43.0,88.0,40.0,,,True
A. Asmussen,Horsens U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",80.0,65.0,,,90.0,69.0,True
M. Bomholt,AaB U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",79.0,34.0,95.0,30.0,,,True
N. Andersen,AaB U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",79.0,87.0,,,86.0,77.0,True
N. Andersen,AaB U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",70.0,73.0,85.0,76.0,,,True
O. Meedom,AaB U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",86.0,87.0,94.0,75.0,,,True
N. Vestergaard,Horsens U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",81.0,73.0,,,87.0,71.0,True
O. Meedom,AaB U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",64.0,84.0,,,96.0,73.0,True
O. Meedom,AaB U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",70.0,79.0,,,85.0,65.0,True
N. Andersen,AaB U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",79.0,28.0,,,86.0,30.0,True
M. Holt,AaB U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",77.0,55.0,87.0,56.0,,,True
V. Laursen Hegelund,Horsens U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",58.0,80.0,,,95.0,79.0,True
N. Stojanovic,AaB U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",80.0,54.0,,,89.0,57.0,True
O. Meedom,AaB U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",84.0,90.0,91.0,47.0,,,True
N. Vestergaard,Horsens U19,"Horsens U19 - AaB U19, 4 - 4 (P)","November 4, 2023 at 12:30:00 PM GMT+1",95.0,85.0,90.0,48.0,,,True
V. Berthelsen,Nordsjælland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",72.0,77.0,,,85.0,66.0,True
L. Høgsberg,Nordsjælland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",94.0,88.0,86.0,36.0,,,True
L. Høgsberg,Nordsjælland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",78.0,86.0,86.0,53.0,,,True
C. Jørgensen,Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",80.0,49.0,89.0,29.0,,,True
J. Lindekilde,Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",79.0,38.0,90.0,65.0,,,True
M. Konradsen,Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",70.0,94.0,90.0,56.0,,,True
D. Kristjansson,Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",76.0,34.0,,,88.0,30.0,True
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",95.0,7.0,93.0,38.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",81.0,13.0,93.0,22.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",83.0,1.0,92.0,26.0,,,True
J. Lindekilde,Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",83.0,2.0,87.0,59.0,,,True
S. Egeli,Nordsjælland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",86.0,92.0,,,92.0,77.0,True
V. Berthelsen,Nordsjælland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",75.0,75.0,,,85.0,67.0,True
S. Egeli,Nordsjælland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",76.0,86.0,94.0,77.0,,,True
V. Berthelsen,Nordsjælland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",80.0,70.0,92.0,71.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",63.0,32.0,88.0,55.0,,,True
D. Jóhannesson,Nordsjælland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",62.0,78.0,87.0,73.0,,,True
C. Jørgensen,Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5","November 4, 2023 at 1:00:00 PM GMT+1",87.0,89.0,84.0,64.0,84.0,64.0,True
K. Tran,Lyngby U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",83.0,72.0,,,88.0,75.0,True
M. Andersen,OB U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",74.0,65.0,85.0,76.0,,,True
M. Kaarsbo,Lyngby U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",91.0,13.0,91.0,58.0,,,True
K. Tran,Lyngby U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",88.0,87.0,93.0,52.0,,,True
K. Tran,Lyngby U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",87.0,91.0,84.0,70.0,,,True
P. Langhoff,Lyngby U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",76.0,50.0,94.0,50.0,,,True
M. Andersen,OB U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",68.0,76.0,,,85.0,72.0,True
T. Hansen,OB U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",82.0,29.0,89.0,38.0,89.0,38.0,True
M. Andersen,OB U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",82.0,76.0,95.0,76.0,,,True
M. McCoy,OB U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",91.0,16.0,,,88.0,40.0,True
M. Kaarsbo,Lyngby U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",76.0,16.0,89.0,53.0,,,True
M. Jensen,OB U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",86.0,17.0,93.0,32.0,,,True
A. Al-Hardan,Lyngby U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",87.0,13.0,93.0,48.0,,,True
V. Grymer,OB U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",78.0,96.0,88.0,71.0,,,True
S. Jørgensen,OB U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",82.0,73.0,,,88.0,66.0,True
J. Otoa,Lyngby U19,"OB U19 - Lyngby U19, 2 - 0","November 4, 2023 at 12:30:00 PM GMT+1",80.0,78.0,,,86.0,75.0,True
M. Rasmussen,Silkeborg U19,"Silkeborg U19 - Randers U19, 5 - 0","November 4, 2023 at 1:00:00 PM GMT+1",88.0,12.0,,,98.0,29.0,True
M. Themsen,Randers U19,"Silkeborg U19 - Randers U19, 5 - 0","November 4, 2023 at 1:00:00 PM GMT+1",65.0,71.0,87.0,57.0,,,True
